,Name,Week_1_Touches,Week_2_Touches,Week_3_Touches,Week_4_Touches,Week_5_Touches,Week_6_Touches,Week_7_Touches,Week_8_Touches,Week_9_Touches,Week_10_Touches,Week_11_Touches,Week_12_Touches,Week_13_Touches,Week_14_Touches,Week_15_Touches,Week_16_Touches,Week_17_Touches,TOTAL_TOUCHES,AVG_TOUCHES,TOTAL_TOUCHDOWNS,Week_1_Receptions,Week_2_Receptions,Week_3_Receptions,Week_4_Receptions,Week_5_Receptions,Week_6_Receptions,Week_7_Receptions,Week_8_Receptions,Week_9_Receptions,Week_10_Receptions,Week_11_Receptions,Week_12_Receptions,Week_13_Receptions,Week_14_Receptions,Week_15_Receptions,Week_16_Receptions,Week_17_Receptions,TOTAL_RECEPTIONS,AVG_RECEPTIONS,RECEIVING_TOUCHDOWNS,Week_1_Carries,Week_2_Carries,Week_3_Carries,Week_4_Carries,Week_5_Carries,Week_6_Carries,Week_7_Carries,Week_8_Carries,Week_9_Carries,Week_10_Carries,Week_11_Carries,Week_12_Carries,Week_13_Carries,Week_14_Carries,Week_15_Carries,Week_16_Carries,Week_17_Carries,TOTAL_CARRIES,AVG_CARRIES,RUSHING_TOUCHDOWNS,CARRIES_PCT,Week_1_Snaps,Week_2_Snaps,Week_3_Snaps,Week_4_Snaps,Week_5_Snaps,Week_6_Snaps,Week_7_Snaps,Week_8_Snaps,Week_9_Snaps,Week_10_Snaps,Week_11_Snaps,Week_12_Snaps,Week_13_Snaps,Week_14_Snaps,Week_15_Snaps,Week_16_Snaps,Week_17_Snaps,TOTAL_SNAPS,AVG_SNAPS,SNAP_PCT,Week_1_Targets,Week_2_Targets,Week_3_Targets,Week_4_Targets,Week_5_Targets,Week_6_Targets,Week_7_Targets,Week_8_Targets,Week_9_Targets,Week_10_Targets,Week_11_Targets,Week_12_Targets,Week_13_Targets,Week_14_Targets,Week_15_Targets,Week_16_Targets,Week_17_Targets,TOTAL_TARGETS,AVG_TARGETS,TARGET_PCT,CATCH_PCT,Week_1_RZ_Carries,Week_2_RZ_Carries,Week_3_RZ_Carries,Week_4_RZ_Carries,Week_5_RZ_Carries,Week_6_RZ_Carries,Week_7_RZ_Carries,Week_8_RZ_Carries,Week_9_RZ_Carries,Week_10_RZ_Carries,Week_11_RZ_Carries,Week_12_RZ_Carries,Week_13_RZ_Carries,Week_14_RZ_Carries,Week_15_RZ_Carries,Week_16_RZ_Carries,Week_17_RZ_Carries,TOTAL_RZ_CARRIES,AVG_RZ_CARRIES,Week_1_RZ_Touches,Week_2_RZ_Touches,Week_3_RZ_Touches,Week_4_RZ_Touches,Week_5_RZ_Touches,Week_6_RZ_Touches,Week_7_RZ_Touches,Week_8_RZ_Touches,Week_9_RZ_Touches,Week_10_RZ_Touches,Week_11_RZ_Touches,Week_12_RZ_Touches,Week_13_RZ_Touches,Week_14_RZ_Touches,Week_15_RZ_Touches,Week_16_RZ_Touches,Week_17_RZ_Touches,TOTAL_RZ_TOUCHES,AVG_RZ_TOUCHES,Week_1_RZ_Targets,Week_2_RZ_Targets,Week_3_RZ_Targets,Week_4_RZ_Targets,Week_5_RZ_Targets,Week_6_RZ_Targets,Week_7_RZ_Targets,Week_8_RZ_Targets,Week_9_RZ_Targets,Week_10_RZ_Targets,Week_11_RZ_Targets,Week_12_RZ_Targets,Week_13_RZ_Targets,Week_14_RZ_Targets,Week_15_RZ_Targets,Week_16_RZ_Targets,Week_17_RZ_Targets,TOTAL_RZ_TARGETS,AVG_RZ_TARGETS,Week_1_RZ_Receptions,Week_2_RZ_Receptions,Week_3_RZ_Receptions,Week_4_RZ_Receptions,Week_5_RZ_Receptions,Week_6_RZ_Receptions,Week_7_RZ_Receptions,Week_8_RZ_Receptions,Week_9_RZ_Receptions,Week_10_RZ_Receptions,Week_11_RZ_Receptions,Week_12_RZ_Receptions,Week_13_RZ_Receptions,Week_14_RZ_Receptions,Week_15_RZ_Receptions,Week_16_RZ_Receptions,Week_17_RZ_Receptions,TOTAL_RZ_RECEPTIONS,AVG_RZ_RECEPTIONS
42,Alex Collins,0.0,1.0,2.0,12.0,17.0,21.0,17.0,10.0,0.0,11.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,109.0,10.9,2.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.8,2.0,0.0,1.0,2.0,10.0,15.0,20.0,16.0,10.0,0.0,10.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,101.0,10.1,2.0,50.5,0.0,6.0,14.0,22.0,46.0,39.0,22.0,27.0,0.0,30.0,18.0,19.0,0.0,0.0,0.0,0.0,0.0,243.0,24.0,39.4,0.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.9,3.1,88.9,0.0,0.0,0.0,3.0,0.0,6.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,1.3,0.0,0.0,0.0,3.0,0.0,6.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,DeeJay Dallas,2.0,0.0,0.0,0.0,6.0,9.0,0.0,1.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,31.0,2.8,1.0,1.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,14.0,1.3,1.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,17.0,1.5,1.0,8.5,3.0,0.0,0.0,1.0,14.0,22.0,1.0,2.0,0.0,0.0,18.0,28.0,0.0,0.0,0.0,0.0,0.0,89.0,8.0,14.4,1.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,15.0,1.4,5.2,93.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1
44,Latavius Murray,10.0,9.0,7.0,18.0,8.0,11.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,83.0,10.4,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.8,4.0,10.0,9.0,7.0,18.0,6.0,9.0,0.0,0.0,0.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,77.0,9.6,4.0,35.48,21.0,27.0,19.0,45.0,36.0,26.0,0.0,0.0,0.0,0.0,30.0,36.0,0.0,0.0,0.0,0.0,0.0,240.0,30.0,29.2,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.9,1.8,85.7,1.0,3.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,1.6,1.0,3.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,1.8,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1
45,Mike Davis,18.0,16.0,16.0,15.0,15.0,0.0,4.0,14.0,10.0,4.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,126.0,11.5,2.0,3.0,7.0,4.0,2.0,2.0,0.0,0.0,5.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,30.0,2.7,2.0,15.0,9.0,12.0,13.0,13.0,0.0,4.0,9.0,9.0,4.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,96.0,8.7,1.0,42.48,54.0,46.0,37.0,51.0,50.0,0.0,38.0,34.0,33.0,20.0,26.0,30.0,0.0,0.0,0.0,0.0,0.0,419.0,38.0,59.6,6.0,7.0,4.0,2.0,5.0,0.0,0.0,6.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,41.0,3.7,10.5,73.2,3.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.1,3.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.3,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2
46,Kareem Hunt,9.0,14.0,16.0,16.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,96.0,13.7,5.0,3.0,1.0,6.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.9,5.0,6.0,13.0,10.0,14.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,76.0,10.9,5.0,25.76,28.0,23.0,33.0,41.0,32.0,41.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,221.0,31.0,47.0,3.0,1.0,7.0,4.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,3.6,6.9,80.0,3.0,2.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2.4,3.0,2.0,2.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.6,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1
47,Ronald Jones II,4.0,7.0,5.0,6.0,6.0,6.0,10.0,4.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,63.0,5.7,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.4,3.0,4.0,6.0,5.0,6.0,5.0,5.0,10.0,3.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,59.0,5.4,3.0,27.7,6.0,26.0,12.0,13.0,10.0,14.0,14.0,9.0,0.0,1.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,132.0,12.0,17.5,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.5,1.3,66.7,0.0,0.0,1.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Chris Evans,0.0,1.0,2.0,0.0,2.0,7.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,1.1,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,9.0,0.9,0.0,3.41,0.0,2.0,5.0,2.0,7.0,16.0,0.0,0.0,3.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,54.0,5.0,7.7,0.0,1.0,2.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,1.1,3.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1
49,Carlos Hyde,11.0,2.0,8.0,0.0,5.0,0.0,0.0,15.0,22.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,72.0,7.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,9.0,2.0,8.0,0.0,5.0,0.0,0.0,9.0,21.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,62.0,6.2,0.0,31.47,25.0,14.0,23.0,0.0,18.0,9.0,0.0,50.0,48.0,18.0,14.0,32.0,0.0,0.0,0.0,0.0,0.0,251.0,25.0,35.2,2.0,2.0,0.0,0.0,0.0,1.0,0.0,8.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,1.9,4.8,52.6,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.9,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1
50,D'Andre Swift,19.0,12.0,21.0,12.0,17.0,18.0,21.0,17.0,0.0,36.0,17.0,6.0,0.0,0.0,0.0,0.0,0.0,196.0,17.8,6.0,8.0,4.0,7.0,4.0,6.0,5.0,8.0,5.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,56.0,5.1,6.0,11.0,8.0,14.0,8.0,11.0,13.0,13.0,12.0,0.0,33.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,140.0,12.7,4.0,57.38,63.0,36.0,35.0,52.0,50.0,49.0,52.0,44.0,0.0,66.0,35.0,10.0,0.0,0.0,0.0,0.0,0.0,492.0,44.0,69.0,11.0,5.0,7.0,6.0,6.0,7.0,10.0,5.0,0.0,6.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,70.0,6.4,18.3,80.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.6,3.0,1.0,7.0,2.0,2.0,4.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2.2,1.0,0.0,2.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.8,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.5
51,Salvon Ahmed,5.0,6.0,0.0,5.0,4.0,8.0,9.0,8.0,4.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,58.0,5.3,0.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,1.1,0.0,3.0,6.0,0.0,3.0,2.0,7.0,7.0,7.0,4.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,46.0,4.2,0.0,16.14,11.0,23.0,5.0,5.0,11.0,19.0,22.0,16.0,14.0,9.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,148.0,13.0,18.1,3.0,3.0,0.0,2.0,3.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,1.7,4.1,63.2,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1
52,Ty Johnson,5.0,12.0,4.0,5.0,6.0,0.0,11.0,9.0,6.0,7.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,73.0,6.6,3.0,1.0,0.0,1.0,2.0,2.0,0.0,6.0,5.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.3,3.0,4.0,12.0,3.0,3.0,4.0,0.0,5.0,4.0,4.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,48.0,4.4,1.0,22.33,35.0,33.0,31.0,20.0,22.0,0.0,21.0,24.0,32.0,25.0,20.0,23.0,0.0,0.0,0.0,0.0,0.0,286.0,26.0,38.1,3.0,0.0,5.0,2.0,3.0,0.0,7.0,6.0,3.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,39.0,3.5,9.2,64.1,0.0,2.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.8,0.0,2.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1
53,Ameer Abdullah,3.0,0.0,5.0,1.0,1.0,0.0,0.0,11.0,5.0,13.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,44.0,3.7,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,1.3,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,8.0,1.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,28.0,2.3,0.0,11.24,9.0,1.0,22.0,5.0,12.0,0.0,0.0,22.0,22.0,16.0,8.0,27.0,0.0,0.0,0.0,0.0,0.0,144.0,12.0,17.6,2.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,5.8,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Brandon Bolden,1.0,0.0,6.0,7.0,6.0,2.0,8.0,4.0,10.0,6.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,57.0,4.8,1.0,0.0,0.0,3.0,6.0,4.0,1.0,6.0,0.0,2.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,31.0,2.6,1.0,1.0,0.0,3.0,1.0,2.0,1.0,2.0,4.0,8.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2.2,0.0,9.12,2.0,0.0,33.0,19.0,24.0,11.0,21.0,25.0,29.0,18.0,17.0,19.0,0.0,0.0,0.0,0.0,0.0,218.0,18.0,27.7,0.0,0.0,4.0,6.0,4.0,1.0,7.0,0.0,2.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,33.0,2.8,8.4,93.9,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.3,0.0,0.0,2.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.9,1.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.7,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.6
55,Devontae Booker,5.0,3.0,0.0,2.0,19.0,16.0,16.0,20.0,24.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,113.0,11.3,3.0,1.0,1.0,0.0,1.0,3.0,4.0,2.0,5.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.2,3.0,4.0,2.0,0.0,1.0,16.0,12.0,14.0,15.0,21.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,91.0,9.1,2.0,48.66,24.0,10.0,0.0,7.0,60.0,54.0,59.0,56.0,41.0,0.0,21.0,10.0,0.0,0.0,0.0,0.0,0.0,342.0,34.0,48.0,1.0,1.0,0.0,1.0,4.0,4.0,3.0,6.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,2.5,6.4,88.0,1.0,0.0,0.0,0.0,4.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.5,1.0,0.0,0.0,0.0,6.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.7,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2
56,Kalen Ballage,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,4.89,0.0,0.0,0.0,4.0,10.0,12.0,0.0,3.0,7.0,5.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,58.0,5.0,7.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.6,1.6,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,Khalil Herbert,0.0,0.0,0.0,3.0,18.0,21.0,23.0,25.0,4.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,99.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.8,1.0,0.0,0.0,0.0,3.0,18.0,19.0,18.0,23.0,4.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,90.0,8.2,1.0,37.34,1.0,0.0,2.0,7.0,34.0,54.0,51.0,59.0,10.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,235.0,21.0,34.1,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.9,3.2,90.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2
